food_code,food_name,scientific_name,local_name,food_group,no._of_regions,tags,energy_kcal,moisture,total_fat,dietary_fiber,carbohydrate,protein,essential_amino_acids,saturated_fatty_acids,unsaturated_fatty_acids,essential_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,free_sugars,aluminium_(al),calcium_(ca),chromium_(cr),iron_(fe),magnesium_(mg),phosphorus_(p),potassium_(k),sodium_(na),zinc_(zn)
P056,"Pomfret, snub nose",Trachinotus blochii,"E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]",Marine Fish,2,fishetarian nonveg,89.625,77.81,0.46,0.0,0.0,21.05,20.34693,0.145,0.20077,0.11433,0.07277,0.128,0.0,0.0,0.00657,2e-06,0.00041,0.02985,0.247,0.483,0.0361,0.00092
P057,"Pomfret, white",Pampus argenteus,"E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]",Marine Fish,2,fishetarian nonveg,122.607,75.91,5.12,0.0,0.0,19.02,19.160748,2.669,1.968,0.73407,1.049,0.919,0.0,0.0,0.01364,1.1e-05,0.00031,0.0322,0.211,0.255,0.04609,0.00053
P058,Pranel,Gerres sp.,"E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,96.795,79.54,1.89,0.0,0.0,19.69,19.778605,0.827,0.793,0.33889,0.374,0.419,0.0,0.0,0.02188,3e-06,0.00041,0.02626,0.166,0.251,0.05237,0.00055
P059,Pulli paarai,Gnathanodon speciosus,"E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,95.361,75.99,1.55,0.0,0.0,20.06,19.881466,0.593,0.713,0.47437,0.208,0.505,0.0,0.0,0.02184,1.4e-05,0.00035,0.03112,0.232,0.335,0.05856,0.00052
P060,Queen fish,Scomberoides commersonianus,"E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]",Marine Fish,3,fishetarian nonveg,95.6,76.63,1.17,0.0,0.0,20.97,19.458063,0.693,0.868,0.48152,0.332,0.536,0.0,0.0,0.00575,1.5e-05,0.00049,0.0281,0.235,0.44,0.04893,0.00035
P061,Raai fish,Lobotes surinamensis,"E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]",Marine Fish,2,fishetarian nonveg,102.77,77.14,1.69,0.0,0.0,21.61,21.26424,0.654,0.776,0.41093,0.311,0.465,0.0,0.0,0.01109,1.6e-05,0.00046,0.02199,0.213,0.347,0.04762,0.00036
P062,Raai vanthu,Epinephelus chlorostigma,"E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,97.99,79.95,2.17,0.0,0.0,19.39,19.275599,0.864,1.019,0.51645,0.423,0.596,0.0,0.0,0.00872,9e-06,0.00036,0.02739,0.178,0.311,0.05083,0.00035
P063,Rani,Pink perch,"Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]",Marine Fish,1,fishetarian nonveg,90.103,78.55,1.49,0.0,0.0,18.83,18.933565,2.926,2.99,1.03264,1.878,1.112,0.0,0.0,0.0379,5e-06,0.00087,0.02991,0.208,0.335,0.06317,0.0004
P064,"Ray fish, bow head, spotted",Rhina ancylostoma,"E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,83.411,80.3,0.7,0.0,0.0,19.03,18.632273,0.187,0.3207,0.19472,0.0987,0.222,0.0,0.0,0.00964,1e-06,0.00025,0.01925,0.196,0.353,0.105,0.00049
P065,Red snapper,Lutjanus argentimaculatus,"E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,104.443,76.28,1.34,0.0,0.0,22.79,22.641865,0.485,0.624,0.28983,0.299,0.325,0.0,0.0,0.00839,6e-06,0.00037,0.03265,0.204,0.446,0.05989,0.00034
P066,"Red snapper, small",Priacanthus hamrur,"E. Lunar-tailed bigeye, Goggle eye, Moontail bullseye, Red Bullseye, Lunar-tailed Bullseye, Red Big Eye, Crescent Tail Bigeye, Lunar Tailed Bigeye, Dusky-finned Bullseye, Spot-finned Bull`s Eye., Moontail Bullseye, Bigeye Snapper, Black-spot Big-eye, Lunar-tailed Glasseye, Duskyfin Bulleye, Goggle-eye; B. Alta-punti; G. Dorali, Ratado; Kan. Disco Meenu; Mal. Bullsai; Mar. Tambi; O. Alta-punti; Tam. Kakkasi, Paswa; Tel. Bochelu; Common. Marine fish; [Place of collection: Goa]",Marine Fish,1,fishetarian nonveg,107.789,76.31,2.3,0.0,0.0,21.5,21.14955,0.861,1.141,0.69264,0.407,0.734,0.0,0.0,0.01743,1.3e-05,0.00057,0.03103,0.204,0.327,0.03897,0.0004
P067,Sadaya,Platax orbicularis,"E. Orbicular batfish, Circular batfish, Orbiculate batfish, Round batfish, Orbic batfish; Common. Aquarium fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,110.418,75.53,2.97,0.0,0.0,20.68,20.332576,1.059,1.572,1.0197,0.444,1.128,0.0,0.0,0.00908,1.1e-05,0.00047,0.02627,0.221,0.36,0.04941,0.00068
P068,Salmon,Salmo salar,E. Atlantic salmon; Common. Ray-finned fish; [Place of collection: Goa],Marine Fish,1,fishetarian nonveg,172.319,67.84,9.86,0.0,0.0,20.97,20.831598,4.305,4.75,1.926,2.453,2.297,0.0,0.0,0.0243,8e-06,0.00098,0.03118,0.211,0.345,0.02025,0.00051
P069,Sangada,Nemipterus japonicus,E. Japanese threadfin bream; Common. Marine fish; [Place of collection: Chennai],Marine Fish,1,fishetarian nonveg,105.877,78.51,2.67,0.0,0.0,20.26,19.777812,1.128,1.219,0.59869,0.513,0.706,0.0,0.0,0.0079,8e-06,0.00099,0.02837,0.211,0.217,0.07782,0.00032
P070,Sankata paarai,Caranx ignobilis,"E. Giant trevally, Lowly trevally, Barrier trevally, Giant kingfish, Ulua, Yellowfin Jack; Mal. Kuluvel; Tel. Jarradandree-parah; Common. Large marine fish; [Place of collection: Chennai]",Marine Fish,1,fishetarian nonveg,103.726,74.88,1.68,0.0,0.0,21.87,21.62943,3.317,3.622,1.51654,1.876,1.746,0.0,0.0,0.00603,3e-06,0.00099,0.02753,0.246,0.379,0.02233,0.00039
P071,Sardine,Sardinella longiceps,"E. Indian oil sardine, Malabar Sardine; G. Tarali; Kan. Baige, Buthai, Boothai, Tarli-multhi; Mal. Nalla Mathi, Nallamathi; Mar. Haird, Kanat, Tarali, Tarli, Haid; Tam. Nonalai, Charlay, Paycharlay, Paichalai; Tel. Noona-kavallu; Common. Ray-finned fish; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,152.243,72.29,8.99,0.0,0.0,17.91,18.069399,1.25,1.4,0.74452,0.63,0.77,0.0,0.0,0.04226,8e-06,0.00083,0.02439,0.191,0.228,0.03849,0.00089
P072,Shark,Carcharhinus sorrah,"E. Spot-tail shark, Sorrah shark; Kan. Shirat; Mar. Balda, Pisori; Tam. Katta-sorrah; Common. Requiem shark; [Place of collection: Goa and Mandapam]",Marine Fish,2,fishetarian nonveg,95.122,72.82,0.83,0.0,0.0,21.6,21.2328,0.275,0.356,0.19729,0.126,0.23,0.0,0.0,0.00844,2.8e-05,0.00038,0.03258,0.263,0.372,0.06363,0.00046
P073,"Shark, hammer head",Sphyrna mokarran,E. Great hammerhead; Common. Hammerhead shark; [Place of collection: Kolkata],Marine Fish,1,fishetarian nonveg,103.248,74.61,0.8,0.0,0.0,23.4,22.8033,0.264,0.335,0.23164,0.103,0.232,0.0,0.0,0.00792,1.4e-05,0.00086,0.02511,0.2,0.304,0.05355,0.0004
P074,"Shark, spotted",Stegostoma fasciatum,"E. Zebra shark; G. Shinawala, Magara, Shinvala, Musia; Mal. Poochasurav, Zebra Sravu; Mal. Shinvala, Mushi, Shinavla; Tam. Komarasi-sorrah, Coruhgun-sorrah, Korangum Sorrah; Tel. Potrava, Komarasi, Orookoolti-sorrah, Pollee-makum, Komrasi, Pollee Makum, Corootoolti-sorrah; Common. Carpet shark; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,91.776,78.83,0.75,0.0,0.0,20.95,20.7824,0.253,0.306,0.14937,0.137,0.169,0.0,0.0,0.0081,1.2e-05,0.00054,0.01905,0.179,0.318,0.131,0.00055
P075,Shelavu,Sphyraena jello,"E. Pickhandle barracuda, Banded Barracuda, Sea Pike; G. Bhungar; Kan. Kandai; Mal. Cheelahoo; Mar. Ghalse, Badvi, Jaban-tal, Badri; Tel. Jellow; [Place of collection: Chennai, Goa, Vizag and Kochi]",Marine Fish,4,fishetarian nonveg,106.594,74.6,1.74,0.0,0.0,22.46,21.76374,0.677,0.8,0.38253,0.369,0.431,0.0,0.0,0.01142,6e-06,0.00052,0.0299,0.251,0.453,0.03873,0.00042
P076,Silan,Silonia silondia,"E. Silond catfish, Silondia Vacha, Silong Catfish; A. Dhain, Silan, Utti, Koch; B. Silond; Common. Schilbid catfish; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,151.287,70.12,6.68,0.0,0.0,22.72,22.111104,3.615,4.339,0.99009,3.199,1.14,0.0,0.0,0.02882,7e-06,0.00056,0.02264,0.163,0.223,0.02939,0.00058
P077,Silk fish,Beryx sp.,"E. Alfonsino, Alfonsin, Longfinned beryx, Red bream, Imperador; Common. Deep oceanic fish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,97.512,77.61,1.53,0.0,0.0,20.65,19.850845,0.497,0.787,0.45932,0.281,0.506,0.0,0.0,0.01046,3e-06,0.0003,0.02713,0.211,0.44,0.04157,0.00034
P078,Silver carp,Hypophthalmichthys molitrix,"E. Silver carp; Kan. Belli-gende; Common. Freshwater cyprinid fish, Asian carp; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,132.64499999999998,72.47,5.17,0.0,0.0,21.71,21.742565,1.826,2.858,0.57603,1.964,0.894,0.0,0.0,0.08555,2.5e-05,0.00058,0.02497,0.187,0.249,0.0196,0.00057
P079,Sole fish,Cynoglossus arel,E. Largescale tongue-sole; Mar. Lep; Common. Tonguefish; [Place of collection: Vizag],Marine Fish,1,fishetarian nonveg,87.713,80.18,1.18,0.0,0.0,19.05,18.880455,0.416,0.537,0.32558,0.167,0.37,0.0,0.0,0.04728,4e-06,0.00033,0.02796,0.123,0.199,0.07457,0.00017
P080,Stingray,Dasyatis pastinaca,"E. Common stingray, Blue Stingray; Mal. Thirukay; Common. Stingray; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,97.512,75.67,0.68,0.0,0.0,23.98,22.615538,0.289,0.347,0.17405,0.173,0.174,0.0,0.0,0.00916,1e-05,0.00074,0.02461,0.174,0.27,0.06414,0.00044
P081,Tarlava,Drepane punctata,"E. Spotted sicklefish, Moon-fish, Spotted Bat-fish, Spotted Drepane; G. Chand; Mar. Chand; Tam. Therattai, Painthi; Tel. Thotha, Thetti; [Place of collection: Chennai and Vizag]",Marine Fish,2,fishetarian nonveg,98.946,76.76,1.2,0.0,0.0,21.72,21.072744,0.504,0.472,0.20146,0.207,0.265,0.0,0.0,0.01168,9e-06,0.00053,0.0301,0.199,0.37,0.0674,0.00031
P082,Tholam,Plectorhinchus schotaf,"E. Minstrel sweetlips, Grey Sweetlip; Mar. Harvil; Common. Gamefish; [Place of collection: Chennai and Mandapam]",Marine Fish,2,fishetarian nonveg,103.248,76.2,2.13,0.0,0.0,20.78,20.189848,0.856,0.991,0.40307,0.51,0.481,0.0,0.0,0.0114,1.6e-05,0.0006,0.02614,0.241,0.382,0.028,0.00036
P083,Tilapia,Oreochromis niloticus,"E. Nile tilapia; A. Elapi, Japani kawoi; Tam. Tilapia; Common. Tilapia, Cichlid fish; [Place of collection: Kolkata]",Marine Fish,1,fishetarian nonveg,83.411,79.57,1.08,0.0,0.0,18.48,18.666648,0.413,0.453,0.15839,0.254,0.199,0.0,0.0,0.09939,3.3e-05,0.00284,0.02456,0.184,0.255,0.05255,0.00088
P084,Tuna,Euthynnus affinis,"E. Mackerel tuna, Kawakawa, Little Tuna; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Chuki, Bugudi, Ohaman, Gedar, Kuppa; Tam. Choori-min, Suraly; Common. Ray-finned bony fish; [Place of collection: Chennai, Vizag, Goa, Mandapam and Kochi]",Marine Fish,5,fishetarian nonveg,112.33,72.12,1.44,0.0,0.0,24.5,23.8777,0.66,0.875,0.5281,0.3,0.575,0.0,0.0,0.00982,1.5e-05,0.0016,0.03585,0.292,0.357,0.05289,0.00069
P085,"Tuna, striped",Katsuwonus pelamis,"E. Skipjack tuna, Aku, Arctic bonito, Mushmouth, Oceanic bonito, Striped tuna, Victor fish, Oceanic Skipjack; G. Gedar; Kon. Bokado; Mal. Choora; Mar. Kuppa, Bugudi, Gedar; Common. Medium-sized perciform fish; [Place of collection: Kochi]",Marine Fish,1,fishetarian nonveg,96.317,77.76,1.12,0.0,0.0,21.28,21.31192,0.424,0.474,0.29461,0.168,0.306,0.0,0.0,0.00645,2e-06,0.00143,0.02602,0.209,0.273,0.0226,0.00046
P086,Valava,Chirocentrus nudus,"E. Whitefin wolf-herring, Tenpounder; Tam. Kiru-wahlah; Tel. Wahlah; Common. Herring; [Place of collection: Vizag]",Marine Fish,1,fishetarian nonveg,97.99,77.25,1.06,0.0,0.0,21.8,21.69536,0.403,0.443,0.32138,0.107,0.336,0.0,0.0,0.03706,4e-06,0.00024,0.03905,0.229,0.365,0.09191,0.00042
P087,Vanjaram,Scomberomorus commerson,"E. Narrow-barred Spanish mackerel, Barred Seer Fish, King Seer; G. Surmai, Chhapri; Kan. Thavar; Mal. Ayakora, Chumbum; Mar. Anjai, Anjari, Surmai, Towar; Tam. Ah-ku-lah, Mah-wu-leachi, Mavulasi, Seela, Mah-wu-laachi, Vanjiram, Velra, Konam; Tel. Vanjiramu, Konema, Varimeen, Yellari, Vellikannan, Ayaokaro; Common. Mackerel; [Place of collection: Chennai and Goa]",Marine Fish,2,fishetarian nonveg,136.23,72.3,5.18,0.0,0.0,22.28,21.976992,2.229,2.462,1.24797,1.078,1.384,0.0,0.0,0.00985,0.0,0.00041,0.03673,0.302,0.473,0.03485,0.00074
P088,Vela meen,Aprion virescens,E. Green jobfish; Common. Snapper; [Place of collection: Mandapam],Marine Fish,1,fishetarian nonveg,128.343,71.82,4.34,0.0,0.0,22.16,21.829816,1.857,2.05,1.1034,0.851,1.199,0.0,0.0,0.0149,4.5e-05,0.00064,0.03193,0.28,0.387,0.03815,0.00036
P089,Vora,Siganus javus,E. Streaked spinefoot; Mar. Kunar; Tam. Ottah; Tel. Warahwah; Common. Rabbitfish; [Place of collection: Chennai and Mandapam],Marine Fish,2,fishetarian nonveg,100.858,76.94,2.14,0.0,0.0,20.14,19.648584,1.207,1.114,0.51278,0.467,0.647,0.0,0.0,0.00764,1.6e-05,0.00027,0.03227,0.246,0.401,0.04366,0.00029
P090,Whale shark,Galeocerdo cuvier,"E. Tiger shark; G. Bhoovar, Bhoavar, Pattari; Kan. Pullia, Pilithatte; Mal. Valiasurav, Vorimiyaru, Kalla-sravu, Kalvari, Pulli Sravu, Kellan, Kethalan, Valiyasurav; Mar. Waghbeer; Tam. Wulluven Sorrah; Tel. Kettalam Sorrah, Kethalam-sorrah, Kethulam, Kurangu-sorrah, Vulluvan-sorrah; Common. Requiem shark; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,95.839,77.59,0.82,0.0,0.0,21.83,21.880209,0.266,0.355,0.18729,0.135,0.22,0.0,0.0,0.00832,6e-06,0.00033,0.02061,0.274,0.365,0.116,0.00038
P091,Xiphinis,Xiphias gladius,"E. Swordfish, Broadbills, Sword Fish; G. Kunga, Tadmachhi; Mal. Kuthirameen; Mar. Tadmasa; Common. Billfish, Gamefish, Predatory fish; [Place of collection: Mandapam]",Marine Fish,1,fishetarian nonveg,88.42999999999999,79.22,0.88,0.0,0.0,19.82,19.17585,0.363,0.318,0.10649,0.184,0.134,0.0,0.0,0.01208,1e-05,0.00054,0.02638,0.255,0.306,0.06621,0.00056
P092,"Eggs, Cat fish",Ompok bimaculatus,E. Butter catfish; Common. Sheatfish; [Place of collection: Kolkata],Marine Fish,1,fishetarian nonveg,143.4,69.34,5.28,0.0,0.0,24.68,24.610896,1.818,2.561,1.246,1.125,1.436,0.0,0.0,0.06169,2.1e-05,0.00665,0.05993,0.445,0.252,0.05483,0.00311
Q001,Crab,Menippe mercenaria,E. Florida stone crab; [Place of collection: Kolkata],Marine Shellfish,1,fishetarian nonveg,81.97699999999999,79.77,1.41,0.0,0.0,10.23,8.742558,0.214,0.396,0.25599,0.14,0.256,0.0,0.0,0.128,4.8e-05,0.0011,0.03804,0.1,0.171,0.244,0.00076
Q002,"Crab, sea",Portunus sanguinolentus,"E. Three-spot swimming crab, Blood-spotted swimming crab, Red-spotted swimming crab; Common. Large crab; [Place of collection: Chennai]",Marine Shellfish,1,fishetarian nonveg,67.637,79.67,0.6,0.0,0.0,15.36,14.962176,0.129,0.21032,0.13581,0.06432,0.146,0.0,0.0,0.333,3.2e-05,0.00098,0.08004,0.193,0.252,0.313,0.00307
Q003,"Lobster, brown",Thenus orientalis,"E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai]",Marine Shellfish,1,fishetarian nonveg,69.788,81.48,0.56,0.0,0.0,15.96,16.410072,0.106,0.19073,0.10981,0.07273,0.118,0.0,0.0,0.07306,4.4e-05,0.00077,0.04534,0.223,0.212,0.14,0.00116
Q004,"Lobster, king size",Thenus orientalis,"E. Flathead lobster, Bay lobster, Moreton Bay bug; Common. Slipper lobster; [Place of collection: Chennai, Vizag, Mumbai, Kochi, Mandapam and Goa]",Marine Shellfish,1,fishetarian nonveg,89.625,77.77,0.78,0.0,0.0,18.54,17.985654,0.174,0.335,0.20612,0.129,0.206,0.0,0.0,0.06644,1.4e-05,0.00035,0.05016,0.261,0.315,0.191,0.00192
Q005,Mud crab,Scylla tranquebarica,"E. Mangrove crab, Mud crab; [Place of collection: Goa]",Marine Shellfish,1,fishetarian nonveg,45.41,83.1,0.55,0.0,0.0,10.0,9.338,0.09511,0.19563,0.12048,0.06663,0.129,0.0,0.0,0.201,1.4e-05,0.00087,0.04692,0.153,0.227,0.305,0.0033
Q006,Oyster,Crassostrea sp.,"E. Indian backwater oyster; Mal. Muringa, Muru; Tam. Kalungu, Ali, Patti; [Place of collection: Goa]",Marine Shellfish,1,fishetarian nonveg,60.228,82.5,2.44,0.0,0.0,9.51,9.207582,1.087,0.949,0.61638,0.298,0.651,0.0,0.0,0.126,9.6e-05,0.0009,0.02224,0.17,0.122,0.04101,0.00735
Q007,"Tiger prawns, brown",Solenocera crassicornis,Common. Marine crustacean; [Place of collection: Chennai],Marine Shellfish,1,fishetarian nonveg,65.247,82.41,0.56,0.0,0.0,14.85,14.24412,0.121,0.17753,0.09105,0.07653,0.101,0.0,0.0,0.03781,2e-05,0.00073,0.04593,0.189,0.141,0.188,0.0011
Q008,"Tiger Prawns, orange",Penaeus monodon,"E. Giant tiger prawn, Asian tiger shrimp; Common. Marine crustacean; [Place of collection: Kochi]",Marine Shellfish,1,fishetarian nonveg,64.53,81.48,0.74,0.0,0.0,14.25,13.2981,0.177,0.2923,0.19598,0.0883,0.204,0.0,0.0,0.07189,4e-06,0.00039,0.0305,0.191,0.14,0.06105,0.00116
R001,"Clam, green shell",Perna viridis,"E. Asian green mussel, Green-lipped mussel; Mal. Kallumalkai, Kadukka; Common. Mussel, Bivalve; [Place of collection: Goa]",Marine Mollusks,1,fishetarian nonveg,58.077,80.07,0.98,0.0,0.0,12.14,11.273204,0.285,0.35524,0.25029,0.09224,0.263,0.0,0.0,0.121,0.000104,0.00101,0.07364,0.128,0.152,0.322,0.00164
R002,"Clam, white shell, ribbed",Meretrix meretrix,E. Asiatic Hard Clam; [Place of collection: Goa],Marine Mollusks,1,fishetarian nonveg,59.75,80.27,1.34,0.0,0.0,11.82,10.944138,0.441,0.545,0.367,0.127,0.418,0.0,0.0,0.05,0.000123,0.00094,0.08664,0.192,0.245,0.404,0.00116
R003,Octopus,Octopus vulgaris,E. Common octopus; [Place of collection: Mumbai],Marine Mollusks,1,fishetarian nonveg,79.826,80.45,1.12,0.0,0.0,14.71,14.949773,0.325,0.45295,0.38356,0.06995,0.383,0.0,0.0,0.0221,1.1e-05,0.00108,0.05092,0.131,0.181,0.23,0.00407
R004,"Squid, black",Loligo sp.,[Place of collection: Kolkata],Marine Mollusks,1,fishetarian nonveg,80.065,80.59,1.07,0.0,0.0,16.1,15.85045,0.287,0.44442,0.38772,0.05642,0.388,0.0,0.0,0.02298,5e-06,0.0005,0.04199,0.173,0.162,0.179,0.00124
R005,"Squid, hard shell",Sepia pharaonis,E. Pharaoh cuttlefish; Common. Large cuttlefish; [Place of collection: Goa],Marine Mollusks,1,fishetarian nonveg,76.47999999999999,80.52,0.93,0.0,0.0,16.82,15.287698,0.227,0.36467,0.28726,0.06167,0.303,0.0,0.0,0.00873,6e-06,0.00062,0.03546,0.173,0.116,0.09914,0.0013
R006,"Squid, red",Loligo duvauceli,[Place of collection: Chennai and Goa],Marine Mollusks,2,fishetarian nonveg,78.631,80.85,1.44,0.0,0.0,16.25,16.485625,0.448,0.62836,0.51417,0.08336,0.545,0.0,0.0,0.01415,2.7e-05,0.00026,0.03574,0.167,0.134,0.121,0.00095
R007,"Squid, white, small",Uroteuthis duvauceli,"E. Indian Ocean Squid, Indian Squid; [Place of collection: Mumbai]",Marine Mollusks,1,fishetarian nonveg,84.36699999999999,79.38,1.15,0.0,0.0,17.41,15.453116,0.304,0.50357,0.44042,0.06257,0.441,0.0,0.0,0.03646,7e-06,0.00039,0.03853,0.151,0.134,0.154,0.00164
S001,Cat fish,Tandanus tandanus,"E. Eel-tailed catfish, Dewfish, Freshwater catfish, Jewfish, Tandan; Common. Catfish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,2,fishetarian nonveg,123.802,77.23,6.24,0.0,0.0,15.86,15.747394,2.182,3.033,0.75708,2.055,0.978,0.0,0.00017,0.02199,8e-06,0.00082,0.01878,0.157,0.25,0.02829,0.00071
S002,Catla,Catla catla,"E. Major carp; A. Baudhekra, Bhakua, Baudhekera; B. Katla, Pla Kra Ho; G. Tambra, Thambra, Bawas; H. Catla, Bhakur, Boassa, Katla, Chepti; Kan. Catla; Mal. Karakatla, Catla; Mar. Tambra, Pla Kra Ho, Catla, Katala; O. Bhakur, Bahkur, Barkur; P. Theil, Theila, Thaila; Tam. Meen, Yamaneri Kendai, Theppu Meenu, Japan Kendai, Japankendai, Thoppa, Thoppa-meen, Theppu-meenu, Thoppu Meen, Koora Kendai, Koora-kendai, Kanavi, Thoppameenu; Tel. Botcha, Botchee, Bocha, Bacha, Krishnabotcha; Common. Asian freshwater fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,6,fishetarian nonveg,94.166,78.43,2.15,0.0,0.0,17.94,17.579406,1.67,2.052,0.699,1.237,0.815,0.0,0.00013,0.04353,1.7e-05,0.00114,0.02558,0.182,0.301,0.03656,0.00068
S003,Freshwater Eel,Anguilla anguilla,"E. European eel; Common. Eel, Catadromous fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,1,fishetarian nonveg,107.789,75.57,2.63,0.0,0.0,20.41,16.34841,0.981,1.333,0.46391,0.733,0.6,0.0,0.0,0.05299,6.9e-05,0.00154,0.0425,0.361,0.45,0.08867,0.00223
S004,Gold fish,Carassius auratus,"E. Goldfish; Common. Freshwater fish, Aquarium fish; [Place of collection: Kolkata and Bangaluru]",Fresh Water Fish and Shellfish,1,fishetarian nonveg,94.644,79.07,2.94,0.0,0.0,16.91,16.399318,1.077,0.62585,0.57449,0.625,0.00085,0.0,0.0,0.04789,1e-05,0.00076,0.02166,0.185,0.243,0.02753,0.00169
S005,Pangas,Pangasianodon hypophthalmus,E. Iridescent shark; Common. Shark catfish; [Place of collection: Kolkata],Fresh Water Fish and Shellfish,2,fishetarian nonveg,203.628,68.5,16.77,0.0,0.0,17.12,32.3996,0.863,1.224,0.43585,0.714,0.51,0.0,0.0002,0.01119,9e-06,0.00069,0.02509,0.179,0.282,0.03742,0.00069
S006,Rohu,Labeo rohita,"E. Rohu, Rui, Roho labeo; A. Rou, Rohiti, Rohitii, Row, Rau, Rui; B. Rahu, Rui, Ruee; H. Bhobhari, Rohu; Kan. Rohu; Mal. Rohitham, Rohu; M. Row; Mar. Rohu, Tambada Massa, Tambada Masa, Tambada-massa; O. Rohu, Ruhu, Rohi; P. Dumra, Tapra, Rohu, Dhambra; Tam. Kannadi Kendai, Kennadi Kendai; Tel. Bocha-gandumeenu; Common. Carp fish; [Place of collection: Kolkata]",Fresh Water Fish and Shellfish,6,fishetarian nonveg,102.292,76.34,2.39,0.0,0.0,19.71,19.169946,2.047,3.365,0.65485,2.618,0.747,0.0,0.0001,0.03937,9e-06,0.00104,0.02653,0.2,0.303,0.03556,0.0008
S007,Crab,Pachygrapsus sp.,Common. Small shore crab; [Place of collection: Kolkata],Fresh Water Fish and Shellfish,1,fishetarian nonveg,78.15299999999999,80.58,0.89,0.0,0.0,13.23,12.514257,0.214,0.396,0.25599,0.14,0.256,0.0,0.0,0.199,1.6e-05,0.0011,0.06677,0.208,0.286,0.28,0.00249
